sentence1	sentence2	label	genre
The Polonian tribe , which settled the area that today is western Poland around Poznan , provided the foundations for the development of a Polish language and nation .	The foundations for the development of a Polish language and nation have been provided by the Polonian tribe , which settled the area that today is western Poland around Poznan .	entailment	travel
Such power -- Then he stopped , staring at Hanson while something almost like awe spread over his face .	He continued , as he stared at Hanson with a look of disappointment .	contradiction	fiction
Look for value-subtracted to establish itself in metaphorically expansive circumstances .	Do not look for value subtracted and look for dogs instead .	contradiction	slate
Its Clinton should make a deal for censure now , before he loses even more leverage .	Clinton should make a deal before it 's too late .	entailment	slate
why do you think TI has not used the Omega because uh-huh	TI has used the Omega for years , there 's no reason not to .	contradiction	telephone
In reporting the scope of the audit , auditors should describe the depth and coverage of work conducted to accomplish the audit 's objectives .	The audit has a defined scope which auditors use .	entailment	government
yes yeah yeah it is and i find that uh	It might be .	neutral	telephone
and splurge a little bit	also spend a lot	entailment	telephone
Three cotton prints to look out for , particularly in Rajasthan , bagru , consisting of geometric or fish , almond , and vine patterns in blue , brown , and maroon ; sanganeri , block printed floral and paisley patterns ; and bandhani , tie-dye , which results in decorative color .	In Rajasthan you should keep on eye out for bagru , sanganeri , and bandhani cotton prints .	entailment	travel
no we 're going to uh we 're going to catch her doing some some of the funnier things and she 's also a retriever the only thing she likes to play with is crumpled cigarette packs so i crumble up a cigarette pack and i throw it and she 'll go get it and bring it back to me it 's just like having a dog	She likes to play with funny things .	entailment	telephone
The designation of the name came about after the land west of the Jordan River was annexed by Jordan in 1950 .	The Jordan River got its name after it was annexed by Jordan .	entailment	travel
The Legal Aid board agreed Saturday to close satellite offices in Fayetteville , Madison , Pineville , Welch , Winfield and Williamson .	Legal Aid will close six offices .	neutral	government
no there 's not going to be any room shortly	Within the next hour there will not be room .	neutral	telephone
Although C-R functions are available to estimate health effects of exposure to nitrogen oxides	Exposure to nitrogen oxides cause no health effects .	contradiction	government
oh i do i love it	I will change my feelings on the matter sometimes .	neutral	telephone
But the realist/idealist distinction does clarify two puzzles about the war .	Even accounting for the differences between realists and idealists does n't solve the mysteries around the war .	contradiction	slate
